[ 2024-11-19 15:28:26,559 ] 148 numexpr.utils - INFO - Note: NumExpr detected 12 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
[ 2024-11-19 15:28:26,559 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2024-11-19 15:28:27,183 ] 224 werkzeug - WARNING -  * Debugger is active!
[ 2024-11-19 15:28:27,195 ] 224 werkzeug - INFO -  * Debugger PIN: 379-281-516
[ 2024-11-19 15:28:28,051 ] 224 werkzeug - INFO - 127.0.0.1 - - [19/Nov/2024 15:28:28] "GET /predictdata HTTP/1.1" 200 -
[ 2024-11-19 15:28:28,161 ] 224 werkzeug - INFO - 127.0.0.1 - - [19/Nov/2024 15:28:28] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
[ 2024-11-19 15:28:44,860 ] 70 root - INFO - Creating a DataFrame from the input data
[ 2024-11-19 15:28:44,868 ] 26 root - INFO - Loading the model and preprocessor for prediction
[ 2024-11-19 15:28:45,147 ] 31 root - INFO - Model type: <class 'sklearn.linear_model._logistic.LogisticRegression'>
[ 2024-11-19 15:28:45,147 ] 32 root - INFO - Preprocessor type: <class 'sklearn.compose._column_transformer.ColumnTransformer'>
[ 2024-11-19 15:28:45,149 ] 35 root - INFO - Transforming features using the preprocessor
[ 2024-11-19 15:28:45,166 ] 39 root - INFO - Transformed data shape: (1, 20)
[ 2024-11-19 15:28:45,166 ] 42 root - INFO - Making predictions using the model
[ 2024-11-19 15:28:45,168 ] 46 root - INFO - Prediction: ['N']
[ 2024-11-19 15:28:45,171 ] 224 werkzeug - INFO - 127.0.0.1 - - [19/Nov/2024 15:28:45] "POST /predictdata HTTP/1.1" 200 -
